youtube_id,sentiment,sentiment_score,sentiment_magnitude
Tjx3ttSG-QY,"{""documentSentiment"": {""magnitude"": 0.4, ""score"": -0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""CNG Price Hike Leaves Auto Drivers Struggling."", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.3, ""score"": -0.3}}, {""text"": {""content"": ""Does the Govt Have a Solution?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": -0.1}}, {""text"": {""content"": ""| Delhi Government"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",-0.1,0.4
6bF5idLvdFI,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Police Stormed My Bedroom, Struck Me, Had Bruises For Days\u2014Teesta Setalvad on Her Arrest & Jail Time"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
6wEfOHgRieY,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": -0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""AAP Minister Resigns for Repeating Dr Ambedkar's Vows, Why Has Kejriwal Succumbed to BJP Pressure?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": -0.2}}]}",-0.2,0.2
1h5ydKVHEIg,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": 0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""India Led Global Decolonisation But Jaishankar's Troubling UN Speech Throws Proud Record in Dustbin"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": 0.2}}]}",0.2,0.2
YMIz9TpKwN4,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""One Note at a Time, Delhi Children\u2019s Choir Is Shaping Dreams | Delhi Students | Financial Conditions"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
ztlS40Z_Png,"{""documentSentiment"": {""magnitude"": 0.7, ""score"": -0.7}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Why has Modi Government not taken action on US SEC finding that Oracle Bribed Indian Rail Officials?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.7, ""score"": -0.7}}]}",-0.7,0.7
nQ6zzYROoCg,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": -0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Ayatollahs' Days Ending, This is a Revolution of Values; Iran Won't Be Same Again: Ramin Jahanbegloo"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": -0.2}}]}",-0.2,0.2
5yxjGp98Ibg,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": -0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Rahul Gandhi's Bharat Jodo Yatra is Beginning to Worry Modi and His Godi Media | Arfa Khanum"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": -0.1}}]}",-0.1,0.1
KT6Vsb_9FjI,"{""documentSentiment"": {""magnitude"": 0.7, ""score"": -0.7}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""\u2018Putin Gambled and Russia Suffered Big Setback; Plans A, B, C, D All Failed, He Has No Answers Now\u2019"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.7, ""score"": -0.7}}]}",-0.7,0.7
5WIeO1Y-8Fw,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""\u201cWe Have No Faith in the Government, It\u2019s Making India Poorer And a Few People Super Wealthy \u201c"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
0DeUdwoCTL8,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Illegal Appointment of Principal is Destroying Future of DBRAIT Students in Andaman, Say Protesters"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
qEKoin1hZbA,"{""documentSentiment"": {""magnitude"": 0.5, ""score"": -0.5}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""How the Supreme Court Has Interpreted Hate Speech Over the Years | The Wire | Justice Madan Lokur"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.5, ""score"": -0.5}}]}",-0.5,0.5
dJeyQosA-X0,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""1 Lie Per every 30 KMs of Rahul Gandhi's Bharat Jodo Yatra- BJP & Media's New Target | Congress"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
XDPAzge0NlI,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""\u2018PFI Ban is Connected to BJP\u2019s Politics of Polarisation & Islamophobia\u2019: Muslims of Jamia Nagar"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
3eYME4oj7jY,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": 0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""New Cong Pres Will be \""Lesser\"" Leader and Rahul Gandhi Will be the \""Bigger\"" Leader: Salman Khurshid"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": 0.2}}]}",0.2,0.2
b9EybAOsIEY,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""WHO Reckons ASHA Workers as 'Global Health Leader'  But Do Govts in India Also Believe So?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
dcI_L9stV6k,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Debal Deb, India's 'Rice Warrior', on Climate-resilient Agriculture | The Wire Science"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
rbwYbKqw8z0,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Congress Race: What Would a Modi vs Tharoor Election Look Like in 2024?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
7r6SJoxoWC0,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""I Will Abolish High Command Culture, Make Congress the Party of Young India: Shashi Tharoor"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
T8780QFevFI,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Battle in Hindi Speaking States, Appropriate to Choose President from North | P. Chidambaram"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
vRv7_sRBdb4,"{""documentSentiment"": {""magnitude"": 0.6, ""score"": -0.6}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Ban for PFI but not for RSS: Law cannot have two yardsticks, says advocate Mehmood Paracha"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.6, ""score"": -0.6}}]}",-0.6,0.6
pfoXJ3E4K3w,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": -0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Navy or IAF Officer Should've Been Made CDS But Gen.Chauhan is One of the Better Choices\u2014Ajai Shukla"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": -0.1}}]}",-0.1,0.1
nej5w_rWYoM,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""How to Speak About the RSS?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}, {""text"": {""content"": ""| Mohan Bhagwat | BJP | Siddharth Varadarajan | Apoorvanand"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0,0.2
zLqbLCFhYE4,"{""documentSentiment"": {""magnitude"": 0.5, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Modi a Despot."", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.4, ""score"": 0.4}}, {""text"": {""content"": ""But So Are Many CMs: Author Debashish Roy Chowdhury"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": -0.1}}]}",0.1,0.5
jhz8sHeE0H4,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": -0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""\u2018Why is Govt a Mute Spectator?\u2019: Supreme Court on Indian Media\u2019s Hate for Profit Model"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": -0.2}}]}",-0.2,0.2
pLVryo-Gidg,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Iran's Anti-Hijab Protests Continue, Several Killed : All You Need to Know"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
-4iEW3RUgnA,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": -0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Doing Away with Army's Colonial Traditions Will Seriously Affect Moraleand Ethos: Former Dy Chief"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": -0.1}}]}",-0.1,0.1
ZF1jGX8Z6Yw,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Exclusive: Real Reason Why Narendra Modi is Silent on Deaths of Cows | Lumpy Virus | BJP | Modi"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
kQSXcO9KoeE,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""'RSS Chief Accepts We Are Indian MuslimsNot Hindu Muslims'; Next We'll Meet Prime Minister Modi"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
DHRABtLeSM4,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Shiv Sena's Varun Sardesai Blames 'Incompetent' Maha Govt For Losing Vedanta-Foxconn Project"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
X8wx4V5TDpk,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Adani Surpasses Jeff Bezos In Forbes Billionaire's List | Tracking Growth & Debt Of Gautam Adani"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
GpRc5teQeJs,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Expansion of SC list: \""No Place for Religious Discrimination in Affirmative Action\"" John Dayal"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
LaJFXFwgf9w,"{""documentSentiment"": {""magnitude"": 0.7, ""score"": -0.7}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""As China's threat from land and sea grows, India is not ready for real conflict | Pravin Sawhney"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.7, ""score"": -0.7}}]}",-0.7,0.7
Q1Tcg28_Scs,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Leicester Violence: \""RSS Strengthening the Narrative of Hindu Victimization in UK\"" Amrit Wilson"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
9KdEGLmkuO8,"{""documentSentiment"": {""magnitude"": 0.6, ""score"": -0.6}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Manipur Govt Order on Pre Clearance is Shocking But I Won't Challenge it in Court: Chiki Sarkar"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.6, ""score"": -0.6}}]}",-0.6,0.6
wk3IjYEOSwE,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Climate Chaos in Meghalaya?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}, {""text"": {""content"": ""| Farm Talks | Climate Change | Farmers | North East"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": 0.2}}]}",0.1,0.2
VoUnzXfg8N0,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Pressurised To Downplay Malnourishment Numbers: Ex-Anganwadi Workers Allege of Malpractice in POSHAN"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
EKxTOgAYTPQ,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Media in Cheetah Age: Imported felines star on prime time as thousands of desi cows die unnoticed"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
WTMawbi59is,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""What Makes the British Monarchy  Special and Why Was The  Queen Widely Admired?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}, {""text"": {""content"": ""| Karan Thapar"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": 0.2}}]}",0,0.2
S1ZeagE-reA,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Jamia Millia Islamia Denies Admissions To \u2018Selected\u2019 Ph.D. Candidates Under Mysterious Circumstances"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
NEXPazl2enc,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": -0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Lakhimpur Rape and Murder: Here's What Has Happened So Far"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": -0.2}}]}",-0.2,0.2
r-1cLWWGtog,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Did BJP Workers Set a West Bengal Police Car on Fire?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}, {""text"": {""content"": ""Here's What Eyewitnesses Have to Say"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0.1
MOxp2R3lqtM,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Siddique Kappan Lawyer: \""Chargesheet Hollow, Government Trying to Keep Him in Prison For Longer\"""", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
4dCMU91TJJ8,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Lakhimpur Dalit Girls' Rape and Murder: Is the Police Being Untruthful?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
jVUnzoGHaT8,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": -0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Modi a Megalomaniac; Satyapal Malik Says Will Lead Farmers After Retirement | Meetu Jain | Meghalaya"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": -0.1}}]}",-0.1,0.1
oNbB277GITw,"{""documentSentiment"": {""magnitude"": 0.5, ""score"": -0.5}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Modi Govt Hasn't Told Us Full Truth About Disengagement With China- Ajai Shukla | Karan Thapar"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.5, ""score"": -0.5}}]}",-0.5,0.5
E31W-dN4i44,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""\""Hijab Ban order Weaponised Against Muslim Women\"" Reflections of PUCL study"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
A0BXTv3FQwM,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": -0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Why Britain, A Declining Power, Still Retains an Enduring Appeal | Karan Thapar | Navtej Sarna"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": -0.2}}]}",-0.2,0.2
Wrs1LREyFew,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": -0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Two Years After Umar Khalid\u2019s Arrest, This Is What His Mother Has to Say | UAPA | Delhi Riots | Jail"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": -0.2}}]}",-0.2,0.2
6qpW-pOxIHM,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Explained: India's Uncharacteristic Remarks Criticising Sri Lanka at the UN"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
Dvv645qBYqc,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Varanasi's Gyanvapi Mosque and the Case Around it: A Timeline of Events"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
6lm6xbGXDWM,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Will Releasing Bilkis Bano's Rapists Prove Costly for the BJP?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
p3avEIThSN8,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Economic Outlook is Bleak; Government\u2019s Silence Suggests It Is Clueless About Problems, Solution"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
Wsz_7gJDuO4,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Gyanvapi: Varanasi court allows five Hindu litigants to press claim to mosque."", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}, {""text"": {""content"": ""What happens next?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
ruPMThuaEfw,"{""documentSentiment"": {""magnitude"": 0.3, ""score"": -0.3}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Gyanvapi: Varanasi court backs Hindu plaintiffs' plea, here's how Mosque committee plans to respond"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.3, ""score"": -0.3}}]}",-0.3,0.3
imUaEPAVBTY,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Special Report From 'Kartavyapath': Freedom From Slavery or the Craze of Power?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}, {""text"": {""content"": ""| Modi | Rajpath"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": 0.2}}]}",0.1,0.2
i5801dQB0K0,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""INS Vikrant: Separating Truth from Hype | Rahul Bedi"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
JTAwwh4aev8,"{""documentSentiment"": {""magnitude"": 0.8, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Modi Shouldn't Have Called Shivaji 'Father of the Indian Navy'."", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": 0.2}}, {""text"": {""content"": ""Here's Why."", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.4, ""score"": -0.4}}, {""text"": {""content"": ""| Indian Navy | Shivaji"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0,0.8
Uy73cVeIH-c,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""'It Is a Time of Churn for the Hindi Film Industry': A Conversation With Manish Mundra | Siya Movie"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
WhIaUxiWo5s,"{""documentSentiment"": {""magnitude"": 0.5, ""score"": -0.5}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""'He Can't Even Drink Water By Himself, Please Free Him Immediately': Atiq-ur-Rehman's Wife"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.5, ""score"": -0.5}}]}",-0.5,0.5
4BA93WQDSHc,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Residents of Delhi's Nanak Heri Village Angry About a Kejriwal Government School | AAP"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
AtRs1BMfl3Q,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""How Effective is the Prime Minister's Ujjwala Yojana on the Ground?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}, {""text"": {""content"": ""| Narendra Modi | Uttar Pradesh"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0,0.1
iIiiX1ysa8Q,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Kartavyapath Paves a New Road to Slavery | Apoorvanand | Kartavyapath | Rajpath | Modi Government"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
0BRpChsdH6Q,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""\""Kashmir Is Now the Only Place in South Asia Without Democracy\"" | Aakar Patel | Arfa Khanum Sherwani"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
WnWVs-6m6J4,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Explained: CISF Security for RSS Headquarters; 3,000+ CISF Posts Abolished at Airports"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
O_dc5M4ZBKk,"{""documentSentiment"": {""magnitude"": 0.3, ""score"": 0.3}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Siddique Kappan Granted Bail by the Supreme Court: All You Need to Know"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.3, ""score"": 0.3}}]}",0.3,0.3
jo1LeyYPThE,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": -0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""During 'Bharat Jodo Yatra', Congress Should Make People Partners in Their Politics | Ajoy Ashirwad"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": -0.2}}]}",-0.2,0.2
2zcVQhE_SL4,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Kiren Rijiju Accused of Fixing Kalyan Chaubey's Election To AIFF Presidency Vs Bhaichung Bhutia"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
83SdoC4MQqc,"{""documentSentiment"": {""magnitude"": 0.2, ""score"": -0.2}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Krishi Bulletin | Lumpy Skin Disease Virus | Dwarfism Virus in Paddy Crop | Farmers Protest"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.2, ""score"": -0.2}}]}",-0.2,0.2
uXbx8pDMPSo,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""I'm an SKM Soldier, But Have Set Out to Bring Nation Together: Yogendra Yadav | Indra Shekhar Singh"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
_P9e1GePV48,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": 0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""I Guarantee Congress President's Election Will Be Free and Fair: Madhusudan Mistry | Karan Thapar"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": 0.1}}]}",0.1,0.1
fgpa9fA4T7s,"{""documentSentiment"": {""magnitude"": 0, ""score"": 0}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Rahul Gandhi's \u2018Bharat Jodo Yatra\u2019 Will Help the Congress if it Connects With People: Ashutosh"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",0,0
KAqyyw9Xczc,"{""documentSentiment"": {""magnitude"": 0.5, ""score"": -0.5}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Forget Your Rights and Do Your Duties: Modi's 'Kartavyapath' is a Road Paved With Bad Intentions"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.5, ""score"": -0.5}}]}",-0.5,0.5
1oCAOfdHToY,"{""documentSentiment"": {""magnitude"": 0.1, ""score"": -0.1}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""As the 'Bharat Jodo Yatra' starts, does Rahul Gandhi have the ability to defeat Modi in 2024?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.1, ""score"": -0.1}}]}",-0.1,0.1
DpPxzaTpv9s,"{""documentSentiment"": {""magnitude"": 0.8, ""score"": -0.4}, ""language"": ""en"", ""sentences"": [{""text"": {""content"": ""Why is Yogi getting rid of 'Muslim-sounding' mohalla names in Gorakhpur?"", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0.8, ""score"": -0.8}}, {""text"": {""content"": ""Sharat Pradhan explains."", ""beginOffset"": -1}, ""sentiment"": {""magnitude"": 0, ""score"": 0}}]}",-0.4,0.8
